tanggal,stasiun,indeks_wmo,sonde_id,waktu_utc,lcl_hpa,ccl_hpa,lfc_hpa,el_hpa,cape_sb,cape_ml,cape_mu,cin_sb,cin_ml,cin_mu,k_index,lifted_index,showalter_index,total_totals,sweat_index,dcape,estimasi_tropopause_primer_km,tropopause_primer_km,tropopause_sekunder_km,rh_mean_1000_700,dpd_mean_1000_700,surface_mixing_ratio,pwat_mm,wind_shear_kt,windex
2026-07-04,CILACAP,96805,505 2 00426,00Z,995.0203002544176,797.5048951364191,,,17.60309962488402,43.816459899935886,346.78993972901844,-208.7125827551876,-163.03407892717206,-14.225602456488318,24.0,0.1818604685251532,4.319965017095578,38.78,157.29000000000002,1365.3361077421143,17.22813,17.050939999999997,26.92713,61.38666666666667,9.432,16.853687368728707,40.77,12.06899515935512,32.29810735300233
2026-07-05,CILACAP,96805,505 2 00426,00Z,1002.7024819117312,804.204373964111,254.39031287958807,245.65159128340025,-159.06278485272043,-236.6759381122628,717.3374130229495,-43.12059515280297,-43.15840146696434,-7.118449865914271,25.420000000000005,-0.8226219769551495,3.164018031657788,40.05,169.13,1521.21089270763,17.22813,17.050939999999997,26.92713,55.55333333333333,9.940666666666663,18.25095562335632,40.77,8.672429093844926,35.091679263351814
2026-07-10,CILACAP,96805,505 2 00426,00Z,1002.2380697495286,968.6460578661234,599.6653842490147,489.862087820009,47.33397547267015,-48.6618264206473,445.3784776277092,-14.161760355086198,-31.59575990553376,0.0,24.070000000000004,-0.6613183525347726,3.9288667654663865,39.6,161.04,1259.9653208707518,17.22813,17.050939999999997,26.92713,69.37333333333335,9.030666666666669,17.108070732729434,40.77,10.257017897988534,34.87112810035169
2026-07-15,CILACAP,96805,505 2 00426,00Z,986.0692150298563,789.4904670731546,275.6258462636735,252.624052095478,-54.20781777680941,18.388757481453744,848.1282940150195,-238.84319853393134,-220.69498942058217,-1.6148100118831903,25.54,-0.03533628715129211,4.201867927582359,37.94,171.36999999999998,1632.874730336501,17.22813,17.050939999999997,26.927130000000002,50.44666666666665,10.311333333333334,18.58171726289179,40.77,12.637566310259508,37.23848775835434
